source_file,question_number,question_type,category,format,question_text,choices,answer,predicted_concept,confidence
rounds/round5.txt,17,BONUS,PHYSICS,Short Answer,"Consider a satellite that is a uniform sphere rotating about its axis. What is its moment of inertia, giving your answer in scientific notation and in kilogram meters squared, if it has a mass of 10,000 kilograms and a diameter of 200 meters?",,4 × 10,rotational_motion,0.5262731909751892
rounds/round5.txt,18,TOSSUP,MATH,Short Answer,"For the function xxf1)(=, what is '(5)f (read as: f prime of 5)?",,,algebra,0.38688698410987854
rounds/round5.txt,18,BONUS,MATH,Short Answer,"An object is launched straight up from the ground with an initial velocity of 176 feet per second. What is the height of the object above the ground, in feet, 2 seconds into the flight?",,288,mechanics,0.37479227781295776
rounds/round5.txt,19,BONUS,EARTH AND SPACE,Multiple Choice,"If the air temperature is 0ºF and the wind speed is 10 miles per hour, w hich of the following is closest to the wind chill, in degrees Fahrenheit:",W) 10 | X) 0 | Y) –10 | Z) –20,Z) –20,meteorology,0.39780688285827637
rounds/round5.txt,20,TOSSUP,GENERAL SCIENCE,Multiple Choice,"Which of the following anthropogenic air pollutants is the major contributor to r educed visibility in most regions of the U.S., excluding fires and dust:",W) elemental carbon | X) hydrogen sulfide | Y) sulfate particles | Z) lead,Y ) SULFATE PARTICLES,meteorology,0.3151894807815552
rounds/round5.txt,20,BONUS,GENERAL SCIENCE,Short Answer,What is the most common name for the edible vegetable oil that is derived from cultivars of rapeseed plants and is low in erucic acid?,,CANOLA OIL (ACCEPT: CANOLA),ecology,0.3496881425380707
rounds/round5.txt,21,BONUS,EARTH AND SPACE,Short Answer,"If a planet had an orbital period of 11.2 years, what is the length of its orbital semi- major axis, in astron omical units rounded to the nearest whole number?",,5,astronomy,0.3294333219528198
rounds/round5.txt,22,TOSSUP,BIOLOGY,Short Answer,Name all of the following 3 choices that are chemoautotrophs: Nitrosomonas (read as: nitro -so-MOAN -us) Paramecium ; Volvox,,NITROSOMONAS,ecology,0.4117772579193115
rounds/round5.txt,22,BONUS,BIOLOGY,Short Answer,"From what vitamin is the electron carrier FAD (read as: F, A, D) derived?",,RIBOFLAVIN (ACCEPT: VITAMIN B2),organic_chemistry,0.41927653551101685
rounds/round5.txt,23,BONUS,CHEMISTRY,Short Answer,"Calculate the enthalpy of vaporization, in kilojoules, of water at 25ºC and 1 atmosphere. Assume the standard enthalpy of formation of liquid water is –286 kilojoules and the standard enthalpy of formation of water gas is –242 kilojoules:",,44,thermodynamics_physics,0.3395841121673584
rounds/round5.txt,24,TOSSUP,PHYSICS,Short Answer,What was the most sensitive device Coulomb used to measure the electric forces between pith balls?,,TORSION BALANCE,electromagnetism,0.3752337098121643
rounds/round5.txt,24,BONUS,PHYSICS,Short Answer,Order the following 3 choices f rom the MOST penetrating through a thin sheet of cardboard to the LEAST: beta rays; alpha rays; x -rays,,X- RAYS; BETA RAYS; ALPHA RAYS,optics,0.3046209514141083
rounds/round5.txt,25,BONUS,BIOLOGY,Short Answer,Name all of the following 4 organelles that are bounded by a double membrane: nucleus; mitochondrion; lysosome; chloroplast,,NUC LEUS; MITOCHONDRION; CHLOROPLAST,cell_biology,0.6424170732498169
rounds/round6.txt,1,TOSSUP,CHEMISTRY,Short Answer,"Name the elements in the following reaction that have been oxidized and reduced, respectively : Zn (solid) + CuSO 4(aqueous)  ZnSO 4(aqueous) + Cu (solid)",,OXIDIZED = Zn (ACCEPT: ZINC); REDUCED = Cu ( ACCEPT: COPPER),redox,0.5104279518127441
rounds/round6.txt,1,BONUS,CHEMISTRY,Multiple Choice,Which of the following is closest to the pK a of an acid whose Ka = 5.0 × 10–4:,W) 2.3 X)  3.3 | Y) 4.0 | Z) 5.0,X) 3.3,acids_bases,0.5126512050628662
rounds/round6.txt,2,BONUS,BIOLOGY,Multiple Choice,Through w hich of the following mechanisms do allosteric inhibitors typically operate: W) binding the substrate,X) binding to an enzyme’s active site | Y) binding to a site other than the active site and changing the shape of an enzyme | Z) acting as a competitive inhibitor and overpowering the active sites of enzymes,Y) BINDING TO A SITE OTHER THAN THE ACTIVE SITE AND CHANGING THE SHAPE OF AN ENZYME,biochemistry,0.41285911202430725
rounds/round6.txt,3,BONUS,PHYSICS,Short Answer,"Consider an astronaut on the Moon and g is exactly 1/6 th of g on Earth . If he threw an object vertically upwards with an initial velocity of 1.6 meters per se cond, how many meters up would it be after 1 second, rounding your answer to the first decimal place?",,0.8,mechanics,0.3903127908706665
rounds/round6.txt,4,TOSSUP,MATH,Multiple Choice,Which of the following represents the inverse function of f (x) = x 3 + 5: 3 )5(−x 51   −x,W) ( x – 5) | X) x3 – 5 | Y) 31 | Z) 3,Y) 31,calculus,0.349164217710495
rounds/round6.txt,4,BONUS,MATH,Short Answer,"Giving your answer in meters squared, find the total surface area of a right prism whose base is a right triangle with legs of leng th 3 meters and 4 meters and whose altitude is 2 meters: ANSWER: 36 (Solution: 3:4:5; P base = 3+4+5 = 12m; A = ½bh = 6 m2; TA = LA + 2B = (12)(2) + 2(6) = 36 m2) High School Round 14 P age 3 TOSS -UP 5) EARTH SCIENCE Multiple Choice Which of the following is a tree that is ver y well -adapted to surviving above shallow permafrost:",W) cottonwood X)  white pine | Y) aspen | Z) black spruce,Z ) BLACK SPRUCE,geometry,0.3082639276981354
rounds/round6.txt,5,BONUS,EARTH AND SPACE,Multiple Choice,Which of the following BEST describes a small lake in an arctic environ ment that is likely to be surrounded by a ring of so- called drunken trees leaning toward the lake:,W) paternoster lake | X) thermokarst | Y) tarn | Z) fen,X) THERMOKARST,oceanography,0.35302460193634033
rounds/round6.txt,6,TOSSUP,GENERAL SCIENCE,Short Answer,Order the following 3 hexadeci mal numbers from SMALLEST to LARGEST: 3E8; BB8; 1F4;,,1F4; 3E8; BB8,atomic_structure,0.28873807191848755
rounds/round6.txt,6,BONUS,GENERAL SCIENCE,Multiple Choice,An experiment aboard a recent Space Shuttle mission exposed Salmonella typhimur ium (read as: TIE -fee-muhr -EE-um) to a space environment. Which of the following resulted when the bacteria came back to Earth:,W) they were more virulent | X) they were less virulent | Y) they had about the same virulence | Z) they changed into a new but similar species of bacteria,W) THEY WERE MORE VIRULENT,ecology,0.2948339581489563
rounds/round6.txt,7,BONUS,EARTH AND SPACE,Multiple Choice,Which of the following is NOT characteristic of B -type stars like Rigel or Spica (read as: SPY -kah): (Solution: solar mass of about 16- 18),W) very luminous | X) apparent blue color | Y) medium strength hydrogen spectral lines | Z) average solar mass of about 3.2  ANSWER:  Z)  AVERAGE SOLAR MASS OF ABOUT 3.2,,astronomy,0.327627956867218
rounds/round6.txt,8,TOSSUP,CHEMISTRY,Multiple Choice,"According to VSEPR bonding theory, if 2 of the bonded atoms in an octahedral molecule are replaced by 2 electron pairs, the molecule will assume what geometric shape, such as in XeF 4:",W) li near | X) trigonal bipyramidal | Y) square planar | Z) square pyramidal,Y) SQUARE PLANAR,bonding,0.4837801456451416
rounds/round6.txt,8,BONUS,CHEMISTRY,Multiple Choice,"According to VSEPR bonding theory, if one of the bonded atoms in a trigonal bipyramidal molecule is replaced by 2 electron pairs, the molecule will assume what geometric shape, such as in ClF 3:",W) t -shaped | X) see -saw | Y) linear | Z) bent,W) T -SHAPED,bonding,0.4417932629585266
rounds/round6.txt,9,BONUS,BIOLOGY,Multiple Choice,Which of the following BEST explains why a single base substitut ion in a gene -coding region for amino acids will sometimes lead to no change in amino acid sequence:,W) all nucleotides are subject to the same mutation rate | X) some nucleotide bases are covalently joined by stronger bonds | Y) the code is degenerate wit h more than one triplet coding for the same amino acid | Z) some amino acids act in the same fashion in determining the tertiary structure of a protein,Y) THE CODE IS DEGENERATE WITH MORE THAN ONE TRIPLET CODING FOR THE SAME AMINO ACID,genetics,0.4655369222164154
rounds/round6.txt,10,TOSSUP,PHYSICS,Multiple Choice,Which of the following experimental approaches was used by scientists to discover that the atomic nucleus held most of the atom’s mass and a positive charge:,W) directing alpha particles at thin metal strips | X) finding t he amount of magnetic deflection in cathode rays within a well- evacuated tube | Y) exposing photographic film to certain radium salts | Z) using a crude cyclotron to disintegrate large nuclei,W) DIRECTING ALPHA PARTICLES AT THIN METAL STRIPS,atomic_structure,0.4829639196395874
rounds/round6.txt,10,BONUS,PHYSICS,Short Answer,Name all of the following 4 sub- atomic particles that are never found in isolation: electrons; protons; quarks; positrons,,QUARKS,atomic_structure,0.5526620149612427
rounds/round6.txt,11,BONUS,MATH,Short Answer,"Given f (x) = x 2 + 2x + 3, express f(x + 1) in standard polynomial form :",,x,algebra,0.2599698305130005
rounds/round6.txt,12,TOSSUP,EARTH AND SPACE,Multiple Choice,"Placodonts, which lived during the Triassic Period, were a group of:","W) meat -eating land reptiles | X) flying reptiles | Y) small, lightweight, plant -eating rep tiles | Z) marine reptiles",Z ) MARINE REPTILES,geology,0.254581093788147
rounds/round6.txt,12,BONUS,EARTH AND SPACE,Multiple Choice,Which of the following is NOT true regarding seismic waves through the Earth:,W) P -waves travel through the mantle | X) S -waves travel through the mantle | Y) P -waves travel through the outer core | Z) S -waves travel through the outer core,Z) S -WAVES TRAVEL THROUGH THE OUTER CORE,waves,0.45925331115722656
rounds/round6.txt,13,BONUS,PHYSICS,Short Answer,How many joules of energy are used by an electrical app liance operating on 8 amps of current flowing through a 20- ohm resistance circuit for 5 minutes?,,"384,000",electromagnetism,0.47850072383880615
rounds/round6.txt,14,TOSSUP,EARTH AND SPACE,Multiple Choice,Which of the following BE ST describes where the zodiacal light is brightest to a stargazer at mid -northern latitudes:,W) within about 20 degrees of the ecliptic  X)  at the western horizon at sunrise | Y) at right angles to the Milky Way | Z) parallel with the Milky Way,W) WITHIN ABOUT 20 DEGREES OF THE ECLIPTIC,astronomy,0.4221259355545044
rounds/round6.txt,14,BONUS,EARTH AND SPACE,Multiple Choice,Which of the following is the BEST explanation for what causes zodiacal light:,W) reflection of moonlight off the Earth’s surface | X) dispersion of the Earth’s radiant he at off the troposphere | Y) sunlight reflected off interplanetary dust particles | Z) radiation from the Van Allen belts,Y) SUNLIGHT REFLECTED OFF INTERPLANETARY DUST PARTICLES,astronomy,0.42331480979919434
rounds/round6.txt,15,BONUS,CHEMISTRY,Multiple Choice,Which of the following describes the quantum number that indicates the direction in space of the electron cloud surrounding th e nucleus of an atom:,W) magnetic quantum number | X) principle quantum number | Y) angular momentum quantum number | Z) spin quantum number,W) MAGNETIC QUANTUM NUMBER,atomic_structure,0.6025311946868896
rounds/round6.txt,16,TOSSUP,BIOLOGY,Multiple Choice,Which of the following BEST explains why leaves fall off trees in the autumn: delivering nutrients,W) the leaves die and passively fall off | X) an abscission layer forms at the base of the leaf stem causing it to fall off | Y) the leaves slowly dry out from the bottom up because of abscisic acid that prevents  phloem from | Z) the vascular tissue of the leaves fill up with resin increasing their stiffness and causing them to become brittle,X) AN ABSCISSION LAYER FORMS AT THE BASE OF THE LEAF STEM CAUSING IT TO FALL OFF,ecology,0.37224361300468445
rounds/round6.txt,16,BONUS,BIOLOGY,Multiple Choice,Which of the following will most likely result from a single base deletion in DNA:,W) nonsense mutation X)  stop codon | Y) frame shift mutation | Z) inversion mutation,Y) FRAME SHIFT MUTATION,genetics,0.5315773487091064
rounds/round6.txt,17,BONUS,GENERAL SCIENCE,Multiple Choice,Which of the following is the main advantage for the use of geothermal heat pumps in the U.S.:,W) geothermal steam reservoirs can be tapped almost anywhere in the U.S. | X) heat can be delivered directly  for its intended use | Y) steam can be used to directly generate electricity | Z) all areas  of the U.S. have nearly constant shallow -ground temperatures,Z) ALL AREAS OF THE U.S. HAVE NEARLY CONSTANT SHALLOW -GROUND,thermodynamics,0.20456357300281525
rounds/round6.txt,18,BONUS,MATH,Short Answer,Add the following rational expressions and give your answer in fully factored form: )6(4 )2( −++ xx xx,,)2 )(6()2 5(,algebra,0.31830310821533203
rounds/round6.txt,19,BONUS,EARTH AND SPACE,Multiple Choice,"During a Nor’easter, areas far to the east of the storm center wi ll feel which of the following storm- generated winds:",W) northeasterly | X) southeasterly | Y) southwesterly | Z) northwesterly,Y) SOUTHWESTERLY,meteorology,0.3501741886138916
rounds/round6.txt,20,TOSSUP,GENERAL SCIENCE,Multiple Choice,Which of the following most accurately represents the complete range of wavelengths to which the human eye is sensitive:,W) 320 to 600 nanometers | X) 380 to 740 nanometers | Y) 450 to 850 nanometers | Z) 480 to 950 nanometers,X) 380 TO 740 NANOMETERS,optics,0.4243360161781311
rounds/round6.txt,21,BONUS,EARTH AND SPACE,Short Answer,"If the surface temperature of a star increased from 6,000 kelvin to 18,000 kelvin, how many times as much energy would it radiate?",,81,thermodynamics_physics,0.46512657403945923
rounds/round6.txt,21,BONUS,EARTH AND SPACE,Short Answer,"Using the most common temperature -based spectral classification system, a s tar with an apparent color of blue and a surface temperature of 55,000 kelvin would have what spectral letter classification?",,O,thermodynamics_physics,0.2963141202926636
rounds/round6.txt,22,TOSSUP,BIOLOGY,Short Answer,What is the most common name for the terminus of a tRNA molecule to which amin o acids are attached?,,3 -PRIME TERMINUS (ACCEPT: CCA 3 -PIME END or 3 -PRIME END or,organic_chemistry,0.5425260066986084
rounds/round6.txt,22,BONUS,BIOLOGY,Short Answer,"What protein, that takes its name from its apparent molecular weight, can arrest cells in the G1 -S checkpoint, initia te apoptosis (read as: aye -pop-TOE -sis) and, when deactivated, is implicated in a wide variety of cancers?",,P53,cell_biology,0.36295709013938904
rounds/round6.txt,23,BONUS,CHEMISTRY,Short Answer,"Consider a hypothetical reaction, A + B  C + D. At zero time, the concentration of A = 1 molar, after 30 seconds A = 0.5 molar, and after 50 seconds A = 0.3 molar. Calculate the average rate of disappearance of A over the time interval 30 seconds to 50 seconds, in molarity per second:",,1 × 10,kinetics,0.4840068221092224
rounds/round6.txt,24,TOSSUP,PHYSICS,Short Answer,"What is the most common name for the field, which is believed to act somewhat like a fluid that fills space and endows quarks with mass?",,H IGGS FIELD (ACCEPT: HIGGS),meteorology,0.41436466574668884
rounds/round6.txt,24,BONUS,PHYSICS,Short Answer,Order the following 3 isotopes from the one with the LOWEST nuclear binding energy to the HIGHEST: iron- 58; hydrogen- 2; oxygen- 16,,HYDROGEN- 2; OXYGEN- 16; IRON -58,atomic_structure,0.42612528800964355
rounds/round6.txt,25,BONUS,BIOLOGY,Short Answer,Name all of the following 4 hormones that are formed primarily from the amino acid tyrosine: glucagon; thyroxin e; epinephrine; erythropoietin (read as: EE -rith- roe-POE -ih-tin),,THYROXIN E; EPINEPHRINE,biochemistry,0.3859845697879791
rounds/round7.txt,1,TOSSUP,PHYSICS,Multiple Choice,Which of the following BEST describes how the most accurate value for the gravitational constant has been determined:,W) through theoretical calculations from General Relativity | X) through theoretical cal culations using  the masses and motions of certain celestial bodies | Y) through theoretical calculations from quantum electrodynamics | Z) through experimentation   ANSWER:  Z)  THROUGH EXPERIMENTATION,,stoichiometry,0.36069822311401367
rounds/round7.txt,1,BONUS,PHYSICS,Multiple Choice,"Which of the following BEST describes how Thomas Young produced sufficiently coherent separate light sources in order to produce interference patterns: st through an opaque screen with a single hole , and then through a 2nd opaque screen with 2 holes",W) passing coherent light through 2 closely spaced holes  in the same opaque screen | X) passing incoherent light 1 | Y) passing polarized light through 2 holes  in a single opaque screen | Z) passing laser light through 2 holes  in a single opaque screen,X) PASSING INCOHE RENT LIGHT 1,optics,0.33086469769477844
rounds/round7.txt,2,TOSSUP,CHEMISTRY,Multiple Choice,Which of the following is NOT true:,"W) a reaction that requires free energy is spontaneous | X) gases,  as a group, have higher entropies than liquids | Y) standard molar entropies of pure substances are always positive values | Z) spontaneous processes involve non- equilibrium conditions",W) A REACTION THAT REQUIRES FREE ENERGY IS SPONTANEOUS,algebra,0.32363981008529663
rounds/round7.txt,2,BONUS,CHEMISTRY,Short Answer,"Consider the reaction, N 2(gas) + 3H 2(gas)  2NH 3(gas). If the concentration of ammonia increases from 0.3 molar to 0.9 molar in a 10- minute period, find the average rate of reaction over this time interval. Give your answer to the 2nd decimal place in moles per liter minute: ANSWER: 0.03 (Solution: rate = ∆[NH 3]/2∆t = 0.6M/2(10min) = 0.03 mole/L -min) High School Round 15 Page 2 TOSS -UP 3) BIOLOGY Short Answer What enzyme in E. coli functions as the primary proof -reading molecule during replication?",,DNA POLYMERASE (ACCEPT: DNA POLYMERASE 3),kinetics,0.518998384475708
rounds/round7.txt,3,BONUS,BIOLOGY,Multiple Choice,Which of the following is NOT true of DNA replication:,W) it is initiated by a short DNA primer | X) the growing strand is polymerized in a 5- prime to 3 -prime direction | Y) DNA polymerase helps form  the phosphodiesterase  (read as: FOSS- foe-die-ESS-ter-ase) bonds | Z) synthesis of the lagging strand is discontinuous,W) IT IS INITIATED BY A SHORT DNA PRIMER,genetics,0.4295518100261688
rounds/round7.txt,4,TOSSUP,MATH,Multiple Choice,"A data set has a mean of 10 and variance of 10. If every set element is multiplied by 2, which of the following is TRUE of the new mean and variance:","W) mean  is 20, variance is 40 | X) mean  is 20, variance is 10 | Y) mean  is 20, variance is 20 | Z) mean  is 10, variance is 20","W) MEAN IS 20, VARIANCE IS 40",statistics_probability,0.34968841075897217
rounds/round7.txt,4,BONUS,MATH,Short Answer,"Convert the angle, 18º18’36” (read as: 18 degrees, 18 minutes, 36 seconds) to degrees, to the second decimal place:",,18.31,trigonometry,0.41076648235321045
rounds/round7.txt,5,BONUS,EARTH AND SPACE,Short Answer,Name all of the following 4 factors that are reasons why biomes are not considered homogeneous biotic communities: local topography; soil characteristics; temperature; water,,ALL,ecology,0.4653073847293854
rounds/round7.txt,6,TOSSUP,GENERAL SCIENCE,Multiple Choice,In which of the following pro cesses would isinglass (read as: eye -zen-glass) most likely be used:,W) clarification of beers and wines | X) baking of yeast -free breads | Y) glazing of ceramics | Z) thickening of  puddings,W) CLARIFICATION OF BEERS AND WINES,optics,0.322775661945343
rounds/round7.txt,6,BONUS,GENERAL SCIENCE,Multiple Choice,In which of the following instances would using a student t -test be most appropriate: that increases red blood cell production Y) finding the statistical differences between two group s in an experiment on a drug’s e ffect in raising or lowering blood pressure,W) comparing yes or no answers on a single question on a questionnaire | X) determining statistical differences between 5 different age group s of males that received a drug | Z) comparing the strengths of 5 different types of fishing lines,Y) FINDING THE STATISTICAL DIFFERENCES BETWEEN TWO GROUP S IN,anatomy_physiology,0.21675774455070496
rounds/round7.txt,7,BONUS,EARTH AND SPACE,Short Answer,"According to the Pogs on scale for brightness, by what multiple does the brightness of 2 stars differ that have apparent magnitudes of +3 and +8?",,100,astronomy,0.34660452604293823
rounds/round7.txt,8,TOSSUP,PHYSICS,Multiple Choice,"To early astrophysical researchers , the Sun was originally found to emit abo ut one -third of the expected amount of neutrinos. Which of the following BEST explains why:",W) about 66% of the neutrinos were deflected by the Earth’s magnetic field X)  two -thirds of the neutrinos were too energetic to be detected | Y) neutrinos were c hanging flavor on their way to Earth | Z) original estimations of the numbers emitted by the Sun were incorrect  ANSWER:  Y)  NEUTRINOS WERE CHANGING FLAVOR ON THEIR WAY TO EARTH,,astronomy,0.33928442001342773
rounds/round7.txt,8,BONUS,PHYSICS,Multiple Choice,"If you were using a 50 -millimeter camer a lens and changed the lens aperture from 8.0 to 5.6, about how much LESS light would the lens be allowing to pass through it:",W) 60% less | X) 50% less | Y) 35% less | Z) 22% less,X) 50% LESS,optics,0.4850956201553345
rounds/round7.txt,9,BONUS,CHEMISTRY,Short Answer,"Calculate ∆Gº (read as : delta G naught), giving your answer in kilojoules, for a reaction in which ∆Hº = +180 kilojoules and ∆Sº = +100 joules per kelvin at 300 kelvin and 1 atmosphere pressure:",,+150 ( ACCEPT: 150 ) (SO NOT ACCEPT: –150),thermodynamics_physics,0.4383864402770996
rounds/round7.txt,10,TOSSUP,BIOLOGY,Multiple Choice,Which of the following is MOST characteristic of human blast cells in on observation with light microscopy:,W) large nuclear to cytoplasmic ratio | X) small nucleolus and mostly heterochromatin in the nucleus | Y) lack of cytoplasmic granules and small overall size compared to mature cells | Z) absence of nucleolus (read as: NEW -clee-oh-luss) and endoplasmic reticulum,W) LARGE NUCLEAR TO CYTOP LASMIC RATIO,cell_biology,0.4572276175022125
rounds/round7.txt,10,BONUS,BIOLOGY,Short Answer,What specific molecule binds immediately upstream of the structural genes in the lac (read as: LACK) operon and functions to transcribe these genes?,,RNA POLYMERASE,genetics,0.49229544401168823
rounds/round7.txt,11,BONUS,MATH,Short Answer,"Give the resulting vector for the cross product of vector 0,0,1 with vector 1,0,0 :",,"0,1,0−",electromagnetism,0.2445233017206192
rounds/round7.txt,12,TOSSUP,EARTH AND SPACE,Multiple Choice,"When sampling for organic matter in seawater, any organic matter retained by a 0.2 micrometer pore filter is classified as:",W) diss olved organic carbon | X) particulate organic carbon | Y) detrital organic carbon | Z) live or dead marine algae,X) PARTICULATE ORGANIC CARBON,oceanography,0.3724675178527832
rounds/round7.txt,12,BONUS,EARTH AND SPACE,Multiple Choice,Which of the following soil additives would be most efficien t at increasing the acidity of a slightly alkaline soil:,W) ground chalk | X) aluminum sulfate | Y) calcium sulfate | Z) calcium carbonate,X) ALUMINUM SULFATE,acids_bases,0.4886912703514099
rounds/round7.txt,13,BONUS,GENERAL SCIENCE,Multiple Choice,Which of the following plays the greatest role in the effect of acid rain on the environment:,W) the ability of soils and bedrock to neutralize the acid | X) the initial pH of the rain in the upper troposphere | Y) low -level ozone concentration | Z) temperature of the troposphere,W) THE ABILITY OF SOILS AND BEDROCK TO NEUTRALIZE THE ACID,acids_bases,0.47717052698135376
rounds/round7.txt,14,TOSSUP,EARTH AND SPACE,Multiple Choice,Which of the following is closest to the age of most chondrites:,W) 150 million years | X) 1.5 billion years | Y) 4.6 billion years | Z) 13.7 billion years,Y) 4.6 BILLION YEARS,geology,0.36912205815315247
rounds/round7.txt,15,BONUS,PHYSICS,Multiple Choice,Which of the following BEST describes spin quantum numbers:,W) orientat ion of intrinsic angular momenta  of electrons | X) centripetal accelerations of atoms | Y) angular momenta of only hadrons | Z) centripetal acceleration of electrons,W) ORIENTAT ION O F INTRINSIC ANGULAR MOMENTA OF ELECTRONS,atomic_structure,0.4629368185997009
rounds/round7.txt,15,BONUS,PHYSICS,Short Answer,"What is the spin of the muon, in quantum units ?",,½,atomic_structure,0.3164512813091278
rounds/round7.txt,16,TOSSUP,CHEMISTRY,Multiple Choice,Which of the following substances has the greatest density:,W) hexane  X)  methylene chloride | Y) diethyl ether | Z) ethyl acetate,X) METHYLENE CHLORIDE,stoichiometry,0.3575891852378845
rounds/round7.txt,16,BONUS,CHEMISTRY,Multiple Choice,Which of the following molecules is most likely to have a zero dipole moment based on its molecular shape: 3,W) PF | X) H 2O | Y) PCl 3 | Z) BeF 2,Z) BeF,bonding,0.4530653953552246
rounds/round7.txt,17,BONUS,BIOLOGY,Multiple Choice,With which of the following are cyclin -dependent kinases most directly involved:,W) repairing damaged DNA | X) regulating cell cycle | Y) digesting plasmids | Z) insulin’s action on fat cells,X) REGULATING CELL CYCLE,biochemistry,0.39351463317871094
rounds/round7.txt,18,TOSSUP,MATH,Short Answer,"What is the angle formed, in degrees, between the hour and minute hand of an analog clock at 10:30 AM?",,135,trigonometry,0.5452925562858582
rounds/round7.txt,18,BONUS,MATH,Short Answer,Arrange the following 4 radicals in order of increasing value: 612; 663; 32; 48,,32; 612; 48; 663,algebra,0.24651077389717102
rounds/round7.txt,19,BONUS,EARTH AND SPACE,Short Answer,Name all of the following 3 lavas from which stratovolcanoes are typically composed: andesite; rhyolite; basalt,,ANDESITE; RHYOLITE,geology,0.43538200855255127
rounds/round7.txt,20,TOSSUP,GENERAL SCIENCE,Multiple Choice,Which of the following is the primary detrimental effect to human s and animals who ingest high levels of melamine:,W) impaired nerve transmission | X) impaired kidney function Y)  liver failure | Z) sever e gastrointestinal distress,X) IMPAIRED KIDNEY FUNCTION,anatomy_physiology,0.21075309813022614
rounds/round7.txt,20,BONUS,GENERAL SCIENCE,Multiple Choice,Which of the following is one of the main unique capabi lities of the GLAST observatory:,W) it operates completely on photovoltaic cells | X) it contains the largest superconducting magnet in space | Y) it can survey the entire celestial sphere several times each day | Z) it orbits the Moon,Y) IT CAN SURVEY THE ENTIRE CELESTIAL SPHERE SEVERAL TIMES EACH DAY,astronomy,0.2778720259666443
rounds/round7.txt,21,BONUS,EARTH AND SPACE,Short Answer,"If a new Moon occurs on May 5 th at 8:20 AM eastern daylight time, on what day will the full Moon occur that m onth?",,19,astronomy,0.3061039447784424
rounds/round7.txt,22,TOSSUP,PHYSICS,Short Answer,"Uranium -238 and plutonium -239, primarily decay by what mode?",,ALPHA (ACCEPT: ALPHA EMISSION or ALPHA DECAY),geology,0.3975483179092407
rounds/round7.txt,22,BONUS,PHYSICS,Short Answer,What is the name of the instrument inve nted by Charles Wilson and used in the early 1900’s in many experiments to show the tracks of charged particles passing through a chamber?,,CLOUD CHAMBER (ACCEPT: WILSON CLOUD CHAMBER),modern_physics,0.3522515892982483
rounds/round7.txt,23,BONUS,CHEMISTRY,Short Answer,"Using proper chemical nomenclature, finish balancing the following combustion reaction for the gaseous products of carbon dioxide and water: 2C 4H10(gas) + 13O 2(gas)  what?",,8CO,organic_chemistry,0.4755929112434387
rounds/round7.txt,24,TOSSUP,BIOLOGY,Short Answer,From what basic plant cell type are the majority of cells in a corm (read as: KORM) composed?,,PARENCHYMA,cell_biology,0.586215615272522
rounds/round7.txt,24,BONUS,BIOLOGY,Short Answer,"If a germ cell of a genus of grass has 48 chromosomes at metaphase - two, how many chromosomes will a ger m cell of this grass have in anaphase- two?",,96,genetics,0.3599792718887329
rounds/round8.txt,1,TOSSUP,BIOLOGY,Multiple Choice,In which of the following wavelengths does DNA absorb the best:,"W) 3,900 angstroms | X) 260 nanometers | Y) 340 nanometers | Z) 540 nanometers",X) 260 NANOMETERS,genetics,0.36376214027404785
rounds/round8.txt,1,BONUS,BIOLOGY,Multiple Choice,Which of the following is closest to the diameter of a plasmodesmata (read as: PLAS -mo-dez-MAH -tah):,W) 2 angstroms | X) 60 nanometers | Y) 80 microns | Z) 180 microns,X) 60 NANOMETERS,geometry,0.3500729203224182
rounds/round8.txt,2,TOSSUP,CHEMISTRY,Short Answer,"Name the 2 different bond angles present in a molecule with octahedral geometry, such as in SF 6:",,90; 180,organic_chemistry,0.5701134204864502
rounds/round8.txt,2,BONUS,CHEMISTRY,Short Answer,"In a titration experiment, it takes 20.0 milliliters of a 0.05 molar barium hydroxide, Ba(OH) 2, solution to neutralize 40 milliliters of a nitric acid, or HNO 3, solution to the equivalence point. Calculate the molarity of HNO 3, rounded to the second decim al place:",,0.05,acids_bases,0.35478630661964417
rounds/round8.txt,4,TOSSUP,MATH,Short Answer,"If a point has polar coordinates (3, π), what are the rectangular coordinates?",,"( –3, 0)",geometry,0.4027015268802643
rounds/round8.txt,4,BONUS,MATH,Short Answer,"The graph of the polar equation, r = 5 – 5 cos ine θ, is a cardioid. In which two quadrants is most of the are a of this cardioid?",,II AND III (ACCEPT: 2 AND 3 or SECOND AND THIRD),trigonometry,0.4477095603942871
rounds/round8.txt,5,BONUS,EARTH AND SPACE,Short Answer,"Of the 3 basic types of magma on Earth, which one generally has the LOWEST eruptive temperature?",,RHYOLITIC (ACCEPT: RHYOLITE),geology,0.5397292375564575
rounds/round8.txt,6,TOSSUP,GENERAL SCIENCE,Multiple Choice,Which of the following is the source of alpha radiation most often used in household ionization smoke detectors:,W) americium -241 | X) uranium -238 | Y) radium -226 | Z) iron -59,W) AMERICIUM -241,acids_bases,0.3365213871002197
rounds/round8.txt,6,BONUS,GENERAL SCIENCE,Short Answer,Calculate the heating degree day in the U.S. if the day’s high temperature is 70ºF and the low is 30ºF:,,15,thermodynamics_physics,0.393039345741272
